cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,idothnii,iinvfee,ivencap,iserfee,isecz,iinscom,iinsund,iinsoth,netgnsln,netgnsre,netgnast,iotnii
"57379","0","3180136","","INDEPENDENCE BANK","East Greenwich","RI","2818","6/30/2017","2/22/2022","NM","1370 S. County Trail","","1","0","0","4","0","Kent","39300","Providence-Warwick, RI-MA","3/25/2003","3/25/2003","10/20/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.independence-bank.com","5116","0","0","367","0","0","0","0","3799","0","0","950"
"22925","0","956527","1070970","INDEPENDENCE BANK","Independence","OH","44131","6/30/2017","2/22/2022","NM","4401 Rockside Rd.","INDEPENDENCE BANCCORP","1","0","0","4","0","Cuyahoga","17460","Cleveland-Elyria, OH","8/15/1979","8/15/1979","9/1/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","16","0","0","0","0","0","0","0","0","0","0","16"
"20989","16131","606653","2351274","INDEPENDENCE BANK","Havre","MT","59501","6/30/2017","2/22/2022","NM","435 3rd St.","MONTANA SECURITY INC","7","0","0","2","0","Hill","","","3/12/1973","3/12/1973","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.ibyourbank.com","329","0","","14","0","0","0","0","0","-15","0","330"
"8136","13530","648242","1118854","INDEPENDENCE BANK OF KENTUCKY","Owensboro","KY","42301","6/30/2017","2/22/2022","NM","2425 Frederica St.","INDEPENDENCE BANCSHARES INC","25","0","0","9","1","Daviess","36980","Owensboro, KY","1/1/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","http://www.1776bank.com","1660","122","0","944","0","154","0","5","309","-124","0","255"
"57951","0","3324994","3324967","INDEPENDENCE NATIONAL BANK","Greenville","SC","29601","6/30/2017","2/22/2022","N","500 E. Washington St.","INDEPENDENCE BANCSHARES INC","4","0","0","4","0","Greenville","24860","Greenville-Anderson-Mauldin, SC","5/16/2005","5/16/2005","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","159","0","","0","0","0","0","0","0","-9","0","168"
"10741","0","396057","1121724","INDEPENDENCE STATE BANK","Independence","WI","54747","6/30/2017","2/22/2022","NM","23942 Senty Dr.","NORTHERN FINANCIAL CORP","3","0","0","2","0","Trempealeau","","","1/1/1897","1/1/1934","1/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.independencestatebank.com","83","0","0","27","0","1","0","1","16","0","1","38"
"34553","17965","2569387","","INDEPENDENCE TRUST COMPANY","Franklin","TN","37064","6/30/2017","2/22/2022","SA","325 Bridge St.","","1","0","0","5","0","Williamson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","1/9/1997","3/15/2004","7/21/2011","Stock","0","1","OCC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","0","","0","0","","0","0","0","0","0","0","0","0","0"
"3076","0","122854","3140288","INDEPENDENT BANK","Mckinney","TX","75070","6/30/2017","2/22/2022","NM","3090 Craig Dr.","INDEPENDENT BANK GROUP INC","83","0","1","4","0","Collin","19100","Dallas-Fort Worth-Arlington, TX","1/1/1913","1/1/1934","4/1/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.independent-bank.com","12677","457","0","0","0","0","0","0","3346","-36","15","8895"
"34728","0","2666400","3121193","INDEPENDENT BANK","Memphis","TN","38157","6/30/2017","2/22/2022","NM","5050 Poplar Ave.","INDEPENDENT HOLDINGS INC","10","0","1","6","0","Shelby","32820","Memphis, TN-MS-AR","4/20/1998","4/20/1998","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","https://www.i-bankonline.com","6249","915","0","16","0","61","0","42","1048","-6","6","4209"
"27811","321","636771","1201925","INDEPENDENT BANK","Grand Rapids","MI","49525","6/30/2017","2/22/2022","SM","4200 E. Beltline Ave. Ne","INDEPENDENT BANK CORP","65","0","0","4","0","Kent","24340","Grand Rapids-Wyoming, MI","1/1/1890","9/15/1999","4/20/2015","Stock","0","0","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","0","www.ibcp.com","13883","384","0","667","0","846","34","478","5915","-102","0","6173"
"11462","12394","956152","1416925","INDEPENDENT FARMERS BANK","Maysville","MO","64469","6/30/2017","2/22/2022","NM","201 W Main St.","FARMERS BANCSHARES INC","3","0","0","2","0","Dekalb","41140","St. Joseph, MO-KS","3/12/1920","1/1/1934","2/23/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.farmbank.net","21","0","","0","0","0","0","0","0","0","-35","56"
"27763","239","904171","4442224","INDIANA FIRST SAVINGS BANK","Indiana","PA","15701","6/30/2017","2/22/2022","SB","935 Philadelphia St.","INFIRST BCORP MHC","6","0","0","5","0","Indiana","","","1/1/1922","5/31/1943","2/12/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.infirstbank.com","528","45","","12","0","155","0","155","-2","-3","0","321"
"57983","0","3369959","3370012","INDUS AMERICAN BANK","Edison","NJ","8820","6/30/2017","2/22/2022","NM","1630 Oak Tree Rd.","IA BCORP INC","5","0","1","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","12/12/2005","12/12/2005","1/4/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","439","0","","110","0","0","0","0","267","0","0","62"
"24387","0","1015560","4097978","INDUSTRIAL AND COMMERCIAL BANK OF CHINA USA, NATIONAL ASSOCIATION","New York","NY","10019","6/30/2017","2/22/2022","N","1633 Broadway","CHINA INVESTMENT CORP","13","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","2/14/1983","2/14/1983","4/28/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","www.icbc-us.com","8060","0","0","1051","0","249","0","249","-18","18","0","6760"
"14679","0","536527","2326179","INDUSTRIAL BANK","Washington","DC","20011","6/30/2017","2/22/2022","NM","4812 Georgia Ave. Nw","IBW FINANCIAL CORP","8","0","1","4","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","8/18/1934","8/18/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.industrial-bank.com","1710","0","","0","0","4","0","4","134","0","0","1572"
"12506","12309","733054","2112439","INDUSTRY STATE BANK","Industry","TX","78944","6/30/2017","2/22/2022","NM","16886 Fordtran Blvd","INDUSTRY BANCSHARES INC","5","0","0","2","0","Austin","26420","Houston-The Woodlands-Sugar Land, TX","6/1/1911","1/1/1934","4/13/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","http://www.isbtx.com","4209","0","0","0","0","3870","0","3870","0","0","0","339"
"9307","0","1001817","1071678","INEZ DEPOSIT BANK","Inez","KY","41224","6/30/2017","2/22/2022","NM","41 W. Main St.","COMMUNITY HOLDING CO","4","0","0","7","0","Martin","","","5/1/1904","1/1/1934","10/21/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","-19","0","","-4","0","1","0","1","0","-38","-6","28"
"22444","13793","189745","2944144","INLAND BANK & TRUST","Oak Brook","IL","60523","6/30/2017","2/22/2022","NM","2805 Butterfield Rd.","INLAND BCORP INC","12","0","0","4","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/1977","4/1/1977","10/15/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.inlandbank.com","7648","0","0","3","0","0","0","0","5927","139","2","1577"
"27601","12955","1411032","2088329","INLAND NORTHWEST BANK","Spokane","WA","99201","6/30/2017","2/22/2022","NM","421 W. Riverside, # 113","NORTHWEST BCORP INC","17","0","1","4","0","Spokane","44060","Spokane-Spokane Valley, WA","10/2/1989","10/2/1989","10/17/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","1904","0","0","0","0","11","0","11","664","29","-47","1247"
"35521","0","2877345","2877336","INSBANK","Nashville","TN","37215","6/30/2017","2/22/2022","SM","2106 Crestmoor Rd.","INSCORP INC","2","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","11/20/2000","11/20/2000","5/11/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.insbank.com","893","0","0","0","0","0","0","0","578","0","0","315"
"22020","9222","329550","4534099","INSOUTH BANK","Brownsville","TN","38012","6/30/2017","2/22/2022","NM","111 S. Washington St.","INDEPENDENT S BANCSHARES PROFIT SHARING&401 K","6","0","0","4","0","Haywood","","","1/1/1869","5/15/1975","10/31/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.insouth.com","825","0","","5","0","2","0","0","0","50","31","737"
"90250","0","272302","","INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY","Newburyport","MA","1950","6/30/2017","2/22/2022","SB","93 State St.","","15","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1820","8/13/1985","12/31/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.institutionforsavings.com","1618","0","0","2","0","0","0","0","0","0","0","1616"
"57587","0","3160978","3184853","INTEGRITY BANK & TRUST","Monument","CO","80132","6/30/2017","2/22/2022","NM","1275 Village Ridge Point","GEMINI BANCSHARES INC","3","0","0","4","1","El Paso","17820","Colorado Springs, CO","8/11/2003","8/11/2003","3/19/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.integritybankandtrust.com","512","0","0","0","0","0","0","0","0","0","0","512"
"15578","0","897451","1925913","INTEGRITY BANK PLUS","Wabasso","MN","56293","6/30/2017","2/22/2022","NM","726 Main St.","WABASSO BANCSHARES INC","2","0","0","2","1","Redwood","","","10/1/1934","1/27/1938","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.integritybank.com","14","0","","0","0","0","0","0","0","0","0","14"
"58631","0","3614930","4297189","INTEGRITY BANK, SSB","Houston","TX","77007","6/30/2017","2/22/2022","SB","4040 Washington Ave.","INTEGRITY BANCSHARES INC","4","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","11/19/2007","11/19/2007","1/1/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","822","0","0","111","0","0","0","0","391","0","0","320"
"18979","11232","26242","1098415","INTEGRITY FIRST BANK, NATIONAL ASSOCIATION","Mountain Home","AR","72653","6/30/2017","2/22/2022","N","502 S. Hickory St.","MOUNTAIN HOME BANCSHARES INC","10","0","0","4","0","Baxter","","","12/14/1963","12/14/1963","8/20/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","","1031","0","","177","0","1","0","1","0","0","0","853"
"25879","11041","894553","","INTER NATIONAL BANK","Mcallen","TX","78503","6/30/2017","2/22/2022","N","1801 S. 2nd St.","","20","0","0","4","0","Hidalgo","32580","McAllen-Edinburg-Mission, TX","1/24/1985","1/24/1985","6/16/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","","2453","0","0","0","0","0","0","0","493","38","0","1922"
"31823","7506","221775","","INTERAMERICAN BANK, A FSB","Miami","FL","33165","6/30/2017","2/22/2022","SA","9190 Coral Way","","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/23/1976","8/23/1976","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.interamericanbank.com","250","0","","16","0","0","0","0","34","54","0","146"
"24516","11980","538802","","INTERAUDI BANK","New York","NY","10022","6/30/2017","2/22/2022","NM","19 E. 54th St.","","2","0","1","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","6/14/1983","6/14/1983","4/1/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.interaudibank.com","4062","0","0","0","0","0","0","0","0","0","0","4062"
"27210","10803","1187001","2233950","INTERBANK","Oklahoma City","OK","73112","6/30/2017","2/22/2022","SM","4921 N. May Ave.","OLNEY BANCSHARES OF TEXAS INC","48","0","1","4","1","Oklahoma","36420","Oklahoma City, OK","3/31/1988","3/31/1988","6/7/2017","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.interbank.com","3814","0","0","0","0","0","0","0","0","-100","8","3906"
"17128","15900","1016941","1124163","INTERCITY STATE BANK","Schofield","WI","54476","6/30/2017","2/22/2022","NM","962 Grand Ave.","BOSSHARD BANCO LTD","3","0","0","4","0","Marathon","48140","Wausau, WI","7/14/1952","7/14/1952","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","intercitystatebank.com","393","0","","131","0","0","0","0","97","1","0","164"
"57214","0","3122828","3887323","INTERCONTINENTAL BANK","West Miami","FL","33144","6/30/2017","2/22/2022","NM","5722 S.W. 8th St.","INTERCONTINENTAL BANKSHARES LLC","1","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","6/21/2002","6/21/2002","3/28/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","43","0","0","0","0","0","0","0","0","0","0","43"
"25258","0","44433","","INTERCREDIT BANK, NATIONAL ASSOCIATION","Miami","FL","33131","6/30/2017","2/22/2022","N","1200 Brickell Ave, 4th Fl.","","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/2/1984","7/2/1984","3/31/2006","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.intercreditbank.com","65","0","0","0","0","0","0","0","0","-3","0","68"
"11492","13081","209858","2003108","INTERNATIONAL BANK","Raton","NM","87740","6/30/2017","2/22/2022","NM","200 S. 2nd St.","RATON CAPITAL CORP","6","0","1","4","0","Colfax","","","4/9/1918","1/1/1934","5/29/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","https://inbank.com/","734","0","","52","0","1","0","1","0","103","0","578"
"33708","13929","2006024","2339759","INTERNATIONAL BANK OF CHICAGO","Chicago","IL","60640","6/30/2017","2/22/2022","NM","5069 N. Broadway","IBC BCORP INC","7","0","1","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/26/1992","10/26/1992","3/23/2012","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.inbk.com","121","0","","-16","0","0","0","0","0","74","0","63"
"19629","10788","1001152","1104231","INTERNATIONAL BANK OF COMMERCE","Laredo","TX","78040","6/30/2017","2/22/2022","NM","1200 San Bernardo Ave.","INTERNATIONAL BANCSHARES CORP","132","0","0","4","0","Webb","29700","Laredo, TX","9/2/1966","9/2/1966","3/16/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","www.ibc.com","32538","0","0","469","0","4026","0","3400","503","6","42","27492"
"24961","10800","382069","1104231","INTERNATIONAL BANK OF COMMERCE","Zapata","TX","78076","6/30/2017","2/22/2022","NM","908 N, Us Hwy 83,","INTERNATIONAL BANCSHARES CORP","10","0","0","5","0","Zapata","","","2/6/1984","2/6/1984","1/21/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","www.ibc.com","1301","0","0","0","0","33","0","30","0","-3","0","1271"
"25679","10799","230759","1104231","INTERNATIONAL BANK OF COMMERCE","Brownsville","TX","78520","6/30/2017","2/22/2022","NM","1600 F.M. 802","INTERNATIONAL BANCSHARES CORP","12","0","0","4","0","Cameron","15180","Brownsville-Harlingen, TX","10/9/1984","10/9/1984","7/15/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","www.ibc.com","3472","0","0","0","0","173","0","25","0","0","0","3299"
"59093","0","5050028","1104231","INTERNATIONAL BANK OF COMMERCE","Oklahoma City","OK","73112","6/30/2017","2/22/2022","NM","3817 N.W. Expwy.","INTERNATIONAL BANCSHARES CORP","50","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","1/1/2017","1/1/2017","1/1/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.ibc.com","4725","0","0","1","0","222","0","49","0","-5","-26","4533"
"25648","0","780562","3444847","INTERNATIONAL CITY BANK, NATIONAL ASSOCIATION","Long Beach","CA","90802","6/30/2017","2/22/2022","N","249 E Ocean Blvd.","PEDCOR CAPITAL LLC","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/6/1984","9/6/1984","6/30/2009","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","1954","0","","21","0","0","0","0","147","0","0","1786"
"24823","14561","867632","","INTERNATIONAL FINANCE BANK","Miami","FL","33135","6/30/2017","2/22/2022","NM","777 Sw 37","","4","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","11/30/1983","11/30/1983","7/2/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","https://www.ifbbank.com","473","0","0","0","0","0","0","0","0","3","0","470"
"31043","6301","791072","3130542","INTERSTATE BANK, SSB","Perryton","TX","79070","6/30/2017","2/22/2022","SB","301 S. Main St.","ISB HOLDINGS INC","2","0","0","4","1","Ochiltree","","","1/1/1957","2/26/1959","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.isbtexas.bank","877","0","","0","0","453","0","453","325","-2","2","99"
"29501","3560","277679","","INTERSTATE FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCGREGOR","Mcgregor","IA","52157","6/30/2017","2/22/2022","SA","154 Main St","","1","0","0","5","0","Clayton","","","8/15/1935","8/15/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","4","0","0","0","0","0","0","0","0","0","0","4"
"58692","0","3786435","5105432","INTRACOASTAL BANK","Palm Coast","FL","32137","6/30/2017","2/22/2022","NM","1290 Palm Coast Pkwy. Nw","INTRACOASTAL BCORP INC","3","0","0","4","1","Flagler","19660","Deltona-Daytona Beach-Ormond Beach, FL","6/16/2008","6/16/2008","8/11/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.intracoastalbank.net","203","0","","0","0","0","0","0","0","0","0","203"
"4799","0","557858","1064278","INTRUST BANK, NATIONAL ASSOCIATION","Wichita","KS","67202","6/30/2017","2/22/2022","N","105 N. Main St.","INTRUST FINANCIAL CORP","45","0","1","4","1","Sedgwick","48620","Wichita, KS","11/1/1876","1/1/1934","3/16/2007","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","0","http://www.intrustbank.com","12878","504","0","0","0","156","0","5","455","68","-21","11716"
"58316","0","3449066","4090054","INVESTAR BANK","Baton Rouge","LA","70808","6/30/2017","2/22/2022","NM","7244 Perkins Rd.","INVESTAR HOLDING CORP","12","0","0","4","0","East Baton Rouge","12940","Baton Rouge, LA","6/14/2006","6/14/2006","5/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.investarbank.com","1430","0","0","584","0","12","0","12","0","-5","25","814"
"30121","4789","854173","","INVESTMENT SAVINGS BANK","Altoona","PA","16602","6/30/2017","2/22/2022","SB","1201 Eighth Ave.","","2","0","0","5","0","Blair","11020","Altoona, PA","1/1/1939","11/26/1940","5/17/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.investmentsb.bank","103","0","","3","0","2","0","2","0","0","0","98"
"28892","2573","35570","2477754","INVESTORS BANK","Short Hills","NJ","7078","6/30/2017","2/22/2022","SB","101 Jfk Pkwy.","INVESTORS BCORP INC","155","0","1","4","0","Essex","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1926","10/19/1942","1/10/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","0","www.investorsbank.com","10998","288","0","1775","0","2014","0","59","2198","426","0","4297"
"29093","2897","809379","2508144","INVESTORS COMMUNITY BANK","Chillicothe","MO","64601","6/30/2017","2/22/2022","SM","522 Washington St.","IFB HOLDINGS INC","1","0","0","7","0","Livingston","","","8/1/1934","10/31/1934","6/25/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.my-investors.com","82","0","","20","0","0","0","0","37","0","0","25"
"34295","0","2524797","2524788","INVESTORS COMMUNITY BANK","Manitowoc","WI","54220","6/30/2017","2/22/2022","NM","860 N. Rapids Rd.","COUNTY BCORP INC","5","0","0","2","0","Manitowoc","","","3/17/1997","3/17/1997","5/13/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","3355","0","0","2437","0","441","0","441","49","325","-290","393"
"19080","10723","913753","1134498","INWOOD NATIONAL BANK","Dallas","TX","75209","6/30/2017","2/22/2022","N","7621 Inwood Rd.","INWOOD BANCSHARES INC","14","0","0","4","1","Dallas","19100","Dallas-Fort Worth-Arlington, TX","4/9/1964","4/9/1964","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.InwoodBank.Com","2817","0","98","0","0","0","0","0","1160","180","158","1221"
"18198","8452","407506","3912766","ION BANK","Naugatuck","CT","6770","6/30/2017","2/22/2022","SB","251 Church St.","ION FINANCIAL MHC","21","0","0","4","0","New Haven","35300","New Haven-Milford, CT","1/1/1870","7/1/1960","10/18/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.ionbank.com","2723","218","0","149","0","538","0","10","209","0","-12","1621"
"8354","9573","656359","2011868","IOWA - NEBRASKA STATE BANK","South Sioux City","NE","68776","6/30/2017","2/22/2022","NM","2021 Dakota Ave.","COMMFIRST BCORP INC","7","0","1","2","1","Dakota","43580","Sioux City, IA-NE-SD","6/1/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","","960","0","","102","0","4","0","4","263","0","-5","596"
"15311","13677","989141","2339562","IOWA FALLS STATE BANK","Iowa Falls","IA","50126","6/30/2017","2/22/2022","NM","601 Washington Ave.","BARLOW BANKING CORP","2","0","0","4","1","Hardin","","","1/1/1933","12/6/1953","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.ifsbank.com","251","53","","35","0","0","0","0","58","0","0","105"
"17347","12695","180443","1131273","IOWA PRAIRIE BANK","Brunsville","IA","51008","6/30/2017","2/22/2022","SM","302 Oak St.","PRAIRIE VIEW BANKSHARES INC","3","0","0","2","1","Plymouth","","","1/1/1929","7/29/1954","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","109","0","","0","0","4","0","4","0","0","0","105"
"14690","12441","190648","1200478","IOWA SAVINGS BANK","Carroll","IA","51401","6/30/2017","2/22/2022","NM","510 Hwy. 30 W.","COMMUNITY GRAIN CO","6","0","0","2","1","Carroll","","","2/1/1902","8/22/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.iowasavingsbank.com","225","1","","40","0","1","0","1","12","0","0","171"
"15947","0","865142","1209798","IOWA STATE BANK","Clarksville","IA","50619","6/30/2017","2/22/2022","NM","100 N. Main St.","CLARKEL INC","3","0","0","2","1","Butler","","","1/1/1918","5/27/1943","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.iowastatebank.com","352","0","","43","0","39","0","39","0","0","0","270"
"13953","10826","982348","1249703","IOWA STATE BANK","Hull","IA","51239","6/30/2017","2/22/2022","SM","1101 Main St.","VOGEL BANCSHARES INC","9","0","0","2","0","Sioux","","","1/1/1879","2/20/1934","1/1/2014","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.iowastatebank.net","1127","153","","276","0","29","0","29","78","0","0","591"
"10497","13553","298049","1203488","IOWA STATE BANK","Sac City","IA","50583","6/30/2017","2/22/2022","NM","500 Audubon St.","SAC CITY LTD","3","0","0","2","1","Sac","","","3/29/1926","1/1/1934","5/21/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","https://www.myisb.bank","123","0","","0","0","47","0","47","0","0","0","76"
"15808","11933","662949","1139792","IOWA STATE BANK","Des Moines","IA","50309","6/30/2017","2/22/2022","NM","627 E. Locust St.","IOWA STATE BANK HOLDING CO","5","0","0","4","1","Polk","19780","Des Moines-West Des Moines, IA","4/14/1941","4/14/1941","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.iowastatebanks.com","373","36","","0","0","28","0","1","19","1","0","289"
"950","9692","734248","1207673","IOWA STATE BANK","Algona","IA","50511","6/30/2017","2/22/2022","NM","5 E. Call St.","MID-IOWA BANCSHARES CO","5","0","0","2","0","Kossuth","","","1/1/1928","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankisb.com","284","0","0","8","0","2","0","2","0","0","-16","290"
"14413","11762","651541","2858399","IOWA STATE BANK AND TRUST COMPANY OF FAIRFIELD, IOWA","Fairfield","IA","52556","6/30/2017","2/22/2022","SM","Broadway &court","IOWA ST FINL SERVICES CORP","2","0","0","2","0","Jefferson","","","5/19/1934","5/25/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.myiowastatebank.com","191","0","","0","0","0","0","0","38","0","0","153"
