cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,ore,oreinv,oreoth,oreres,oremult,orenres,orecons,oreag,oregnma,oreothf
"31267","6639","359472","","HOMEWOOD FEDERAL SAVINGS BANK","Baltimore","MD","21224","9/30/2010","8/17/2020","SA","3228-30 Eastern Ave","","1","0","0","5","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","1/1/1916","3/8/1962","3/31/2006","Non-Stock","0","0","OTS","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.homewoodfsb.com","0","0","0","0","0","0","0","","0",""
"8165","0","815147","1881680","HONOR BANK","Honor","MI","49640","9/30/2010","8/17/2020","NM","2254 Henry St.","HONOR BCORP INC","9","0","0","4","0","Benzie","","","6/15/1917","1/1/1934","8/2/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.myhonorbank.com","945","","945","292","0","653","0","0","0",""
"90253","12401","97804","2634212","HOOSAC BANK","North Adams","MA","1247","9/30/2010","8/17/2020","SB","93 Main St.","MOUNTAINONE FINL PARTNERS MHC","2","0","0","4","0","Berkshire","38340","Pittsfield, MA","1/1/1848","7/19/1985","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.mountainone.com","25","","25","25","0","0","0","0","0",""
"15566","15896","157744","3823657","HOOSIER HEARTLAND STATE BANK","Crawfordsville","IN","47933","9/30/2010","8/17/2020","NM","1400 Darlington Ave.","HOOSIER HEARTLAND STATE BCORP","6","0","0","8","0","Montgomery","","","12/1/1899","1/1/1934","4/17/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.myhhsb.com","804","","804","0","0","804","0","0","0",""
"34942","0","2773867","","HOPEWELL VALLEY COMMUNITY BANK","Pennington","NJ","8534","9/30/2010","8/17/2020","NM","4 Rt. 31 S.","","7","0","0","4","0","Mercer","45940","Trenton, NJ","2/16/1999","2/16/1999","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","","191","","191","0","0","0","191","0","0",""
"32372","8196","644673","","HOPKINS FEDERAL SAVINGS BANK","Baltimore","MD","21224","9/30/2010","8/17/2020","SA","134 S Eaton St.","","2","0","0","7","1","Baltimore City","12580","Baltimore-Columbia-Towson, MD","4/4/1921","8/5/1985","3/31/2006","Stock","0","0","OTS","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","304","0","304","244","0","0","60","","0",""
"109","0","458142","1139091","HORATIO STATE BANK","Horatio","AR","71842","9/30/2010","8/17/2020","NM","Pride &main","PIONEER BANCSHARES HORATIO ARK","1","0","0","6","0","Sevier","","","5/5/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Southeast","0","1","http://www.horatiostatebank.com","0","","0","0","0","0","0","0","0",""
"11236","11580","528849","1202883","HORICON BANK","Horicon","WI","53032","9/30/2010","8/17/2020","NM","326 E. Lake St.","SWORD FINANCIAL CORP","14","0","0","4","1","Dodge","","","9/7/1896","1/1/1934","1/5/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.horiconbank.com","6524","","6524","1268","0","4773","483","0","0",""
"20972","0","384335","","HORIZON BANK","Fyffe","AL","35971","9/30/2010","8/17/2020","NM","1167 Main St","","3","0","0","8","0","De Kalb","","","2/23/1973","2/23/1973","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","0","","0","0","0","0","0","0","0",""
"14327","9440","663955","","HORIZON BANK","Waverly","NE","68462","9/30/2010","8/17/2020","NM","10841 N. 142nd","","4","0","0","4","0","Lancaster","30700","Lincoln, NE","2/18/1907","5/7/1934","8/27/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.horizonbankne.com","0","","0","0","0","0","0","0","0",""
"4360","9216","130541","1209136","HORIZON BANK, NATIONAL ASSOCIATION","Michigan City","IN","46360","9/30/2010","8/17/2020","N","515 Franklin St.","HORIZON BCORP","24","0","1","9","0","La Porte","33140","Michigan City-La Porte, IN","4/21/1873","1/1/1934","5/28/2010","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.horizonbank.com","4034","","4034","1636","0","1832","566","0","0",""
"3256","0","703552","3412798","HORIZON BANK, SSB","Austin","TX","78701","9/30/2010","8/17/2020","SB","600 Congress Ave, # 400","FRONTIER BANCSHARES INC","4","0","0","4","1","Travis","12420","Austin-Round Rock, TX","1/1/1905","1/1/1934","12/21/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.horizonbanktexas.com","53","","53","25","0","0","28","0","0",""
"57411","0","3154780","3382985","HORIZON COMMUNITY BANK","Lake Havasu City","AZ","86403","9/30/2010","8/17/2020","NM","225 N. Lake Havasu Ave.","HORIZON BCORP INC","4","0","0","4","0","Mohave","29420","Lake Havasu City-Kingman, AZ","12/9/2002","12/9/2002","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.horizoncommunitybank.com","5374","","5374","817","0","540","4017","0","0",""
"10611","15529","774851","1056460","HORIZON STATE BANK","Cameron","MO","64429","9/30/2010","8/17/2020","NM","814 N. Walnut","OSBORN BANCSHARES INC","1","0","0","2","1","Dekalb","41140","St. Joseph, MO-KS","7/16/1886","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","262","","262","36","0","226","0","0","0",""
"27139","12170","1162530","2805375","HORRY COUNTY STATE BANK","Loris","SC","29569","9/30/2010","8/17/2020","NM","5009 Broad St.","HCSB FINANCIAL CORP","14","0","0","4","0","Horry","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","1/4/1988","1/4/1988","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","17092","","17092","2566","0","1110","12201","1215","0",""
"3855","10814","3377954","2267665","HOT SPRINGS BANK & TRUST COMPANY","Hot Springs","AR","71913","9/30/2010","8/17/2020","NM","4446 Central Ave.","JEFFERSON BANCSHARES INC","5","0","0","4","0","Garland","26300","Hot Springs, AR","1/1/1920","1/1/1934","9/14/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","","1491","","1491","1208","0","200","83","0","0",""
"15405","0","528241","1066209","HOUGHTON STATE BANK","Red Oak","IA","51566","9/30/2010","8/17/2020","NM","116 Coolbaugh St.","LAURITZEN CORP","5","0","0","2","0","Montgomery","","","1/1/1879","7/28/1936","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","0","www.houghtonstatebank.com","25","","25","5","0","20","0","0","0",""
"58943","0","3806472","1103878","HOUSTON BUSINESS BANK","Houston","TX","77027","9/30/2010","8/17/2020","NM","1535 W. Loop South, Suite 1","TEXAS IND BANCSHARES INC","1","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/15/2009","5/15/2009","5/21/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","0","","0","0","0","0","0","0","0",""
"23453","10628","472858","1110269","HOUSTON COMMUNITY BANK, NATIONAL ASSOCIATION","Houston","TX","77067","9/30/2010","8/17/2020","N","11390 Veterans Memorial","HOUSTON CITY BANCSHARES INC","5","0","0","4","1","Harris","26420","Houston-The Woodlands-Sugar Land, TX","6/1/1981","6/1/1981","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","793","","793","84","0","0","709","0","0",""
"57776","0","3282852","3386910","HOWARD BANK","Ellicott City","MD","21043","9/30/2010","8/17/2020","NM","6011 University Blvd. Suite","HOWARD BCORP INC","6","0","0","4","0","Howard","12580","Baltimore-Columbia-Towson, MD","8/9/2004","8/9/2004","6/4/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.howardbank.com","1083","","1083","200","0","883","0","0","0",""
"28747","2281","447070","","HOYNE SAVINGS BANK","Chicago","IL","60630","9/30/2010","8/17/2020","SB","4786 Milwaukee Ave.","","5","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1887","11/4/1937","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.hoyne.com","369","","369","369","0","0","0","0","0",""
"33863","0","2129008","1857108","HSBC BANK NEVADA, NATIONAL ASSOCIATION","Las Vegas","NV","89134","9/30/2010","8/17/2020","N","1111b Town Ctr. Dr.","HSBC HOLDINGS PLC","1","0","0","9","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","12/1/1993","12/1/1993","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","WASHINGTON","Phoenix","San Francisco","Western","Western","0","0","","0","","0","0","0","0","0","0","0",""
"57890","0","413208","1857108","HSBC BANK USA, NATIONAL ASSOCIATION","Mclean","VA","22102","9/30/2010","8/17/2020","N","1800 Tysons Blvd","HSBC HOLDINGS PLC","487","19","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","7/1/2004","7/1/2004","4/30/2010","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","https://www.us.hsbc.com/","154875","","154875","105538","37323","7000","5014","0","0","0"
"58188","0","3357620","1857108","HSBC TRUST COMPANY (DELAWARE), NATIONAL ASSOCIATION","Wilmington","DE","19801","9/30/2010","8/17/2020","N","1201 N. Market St, # 10001","HSBC HOLDINGS PLC","1","0","0","9","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/1/2005","11/24/2006","9/8/2010","Stock","0","1","OCC","DIF","New York","WASHINGTON","Claymont","Philadelphia","Northeastern","Northeast","0","0","http://www.hsbc.com","0","","0","0","0","0","0","0","0",""
"13074","17969","564605","","HUDSON CITY SAVINGS BANK","Paramus","NJ","7652","9/30/2010","8/17/2020","SA","West 80 Century Rd.","","136","0","1","5","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","3/27/1868","1/1/1934","7/14/2006","Stock","0","1","OTS","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","0","","40276","0","40276","40276","0","0","0","","0",""
"20693","10115","436711","1048803","HUDSON VALLEY BANK, NATIONAL ASSOCIATION","Stamford","CT","6905","9/30/2010","8/17/2020","N","1055 Summer St.","HUDSON VALLEY HOLDING CORP","37","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","5/13/1972","5/13/1972","3/1/2010","Stock","0","1","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","9393","","9393","0","596","4337","4460","0","0",""
"32660","8581","514972","","HULL FEDERAL SAVINGS BANK","Baltimore","MD","21230","9/30/2010","8/17/2020","SA","1248 Hull St.","","1","0","0","5","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","1/11/1911","6/29/1989","3/31/2006","Non-Stock","0","0","OTS","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","0","0","0","0","0","0","0","","0",""
"11141","12516","914956","","HULL STATE BANK","Hull","TX","77564","9/30/2010","8/17/2020","NM","100 Walnut Ln","","2","0","0","8","0","Liberty","26420","Houston-The Woodlands-Sugar Land, TX","5/10/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","0","","0","0","0","0","0","0","0",""
"30031","4599","646471","","HUNTINGDON SAVINGS BANK","Huntingdon","PA","16652","9/30/2010","8/17/2020","SB","423 Penn St.","","1","0","0","5","0","Huntingdon","","","1/1/1923","11/1/1998","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","","0","","0","0","0","0","0","0","0",""
"30464","5390","582177","","HUNTINGDON VALLEY BANK","Huntingdon Valle","PA","19006","9/30/2010","8/17/2020","SB","2617 Huntingdon Pike","","6","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1891","6/28/1951","6/12/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.myhvb.com","3697","","3697","2242","0","0","1455","0","0",""
"27884","470","609476","","HUNTINGTON FEDERAL SAVINGS BANK","Huntington","WV","25701","9/30/2010","8/17/2020","SA","1049 5th Ave.","","5","0","0","5","0","Cabell","26580","Huntington-Ashland, WV-KY-OH","1/1/1929","11/10/1934","3/31/2006","Non-Stock","0","0","OTS","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.huntingtonfederal.com","3711","0","3711","1472","1674","565","0","","0",""
"18344","10077","917555","1109601","HUNTINGTON STATE BANK","Huntington","TX","75949","9/30/2010","8/17/2020","NM","208 Hwy 69 S.","HUNTINGTON BANCSHARES INC","9","0","0","4","1","Angelina","","","1/23/1961","1/23/1961","5/30/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.u.bank","271","","271","271","0","0","0","0","0",""
"11810","0","475345","1416608","HURON COMMUNITY BANK","East Tawas","MI","48730","9/30/2010","8/17/2020","SM","301 N. Newman St.","HURON CMTY FINL SERVICES INC","6","0","0","4","0","Iosco","","","6/14/1927","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.bankhcb.com","1959","","1959","627","0","1215","117","0","0",""
"23126","0","753641","1491771","HURON NATIONAL BANK","Rogers City","MI","49779","9/30/2010","8/17/2020","N","200 E. Erie","HURON NATIONAL BCORP INC","1","0","0","8","0","Presque Isle","","","5/12/1980","5/12/1980","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.huronnationalbank.com","134","","134","0","0","76","0","58","0",""
"57990","0","3358270","","HURON VALLEY STATE BANK","Milford","MI","48381","9/30/2010","8/17/2020","NM","130 S. Milford Rd.","","2","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","8/15/2005","8/15/2005","10/1/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.HVSB.com","0","","0","0","0","0","0","0","0",""
"12354","14162","467144","2999854","HUSTISFORD STATE BANK","Hustisford","WI","53034","9/30/2010","8/17/2020","NM","200 S. Lake St.","HUSTISFORD COMMUNITY BCORP INC","1","0","0","5","0","Dodge","","","1/6/1902","1/1/1934","12/17/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","https://www.hustisfordstatebank.com","135","","135","0","0","135","0","0","0",""
"10448","0","5331","1138049","HYDE PARK BANK AND TRUST COMPANY","Chicago","IL","60615","9/30/2010","8/17/2020","NM","1525 E. 53rd St.","HPK FINANCIAL CORP","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/28/1928","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","1248","","1248","24","420","0","804","0","0",""
"90160","0","28406","3742020","HYDE PARK SAVINGS BANK","Boston","MA","2136","9/30/2010","8/17/2020","SB","1196 River St.","HYDE PARK BCORP MHC","6","0","0","7","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1871","11/8/1985","10/28/2008","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","0","","0","0","0","0","0","0","0",""
"281","9820","211114","1071539","HYDEN CITIZENS BANK","Hyden","KY","41749","9/30/2010","8/17/2020","NM","22023 Main St.","MIDDLEFORK FINANCIAL GROUP INC","4","0","0","4","1","Leslie","","","9/1/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.hydencitizensbank.com","93","","93","92","0","0","1","0","0",""
"58371","0","3517590","","HYPERION BANK","Philadelphia","PA","19123","9/30/2010","8/17/2020","NM","199 W. Girard Ave.","","1","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","11/20/2006","11/20/2006","11/20/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.hyperionbank.com","0","","0","0","0","0","0","0","0",""
"28100","898","808176","2291914","IBERIABANK","Lafayette","LA","70501","9/30/2010","8/17/2020","SM","200 W. Congress St.","IBERIABANK CORP","108","0","1","4","0","Lafayette","29180","Lafayette, LA","3/12/1887","4/5/1935","7/23/2010","Stock","0","0","FED","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","0","https://www.iberiabank.com","44450","","44450","11646","1450","5183","25883","288","0",""
"33538","3401","369378","2291914","IBERIABANK FSB","Little Rock","AR","72207","9/30/2010","8/17/2020","SA","5800 R St.","IBERIABANK CORP","45","0","1","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","12/31/1991","12/31/1991","5/4/2009","Stock","0","1","OTS","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","0","","12346","0","12346","723","0","4420","7203","","0",""
"8807","11686","88530","1079731","IBERVILLE BANK","Plaquemine","LA","70764","9/30/2010","8/17/2020","NM","23405 Eden St.","A WILBERTS SONS LUMBER&SHINGLE","12","0","0","4","1","Iberville","12940","Baton Rouge, LA","1/31/1931","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","2569","","2569","1576","0","210","783","0","0",""
"58378","0","3559938","4114071","ICON BANK OF TEXAS, NATIONAL ASSOCIATION","Houston","TX","77064","9/30/2010","8/17/2020","N","7908 N. Sam Houston Pkwy. W.","ICON CAPITAL CORP","4","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","2/15/2007","2/15/2007","2/15/2007","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","788","","788","0","0","0","788","0","0",""
"34317","0","2473354","3301883","IDAHO BANKING COMPANY","Boise","ID","83704","9/30/2010","8/17/2020","SM","6010 Fairview Ave.","IDAHO BCORP","4","0","0","4","0","Ada","14260","Boise City, ID","10/7/1996","10/7/1996","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","","14653","","14653","1975","0","3776","8902","0","0",""
"58095","0","3384952","","IDAHO FIRST BANK","Mccall","ID","83638","9/30/2010","8/17/2020","NM","475 E. Deinhard Ln.","","1","0","0","4","0","Valley","","","10/3/2005","10/3/2005","9/17/2009","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","http://www.idahofirstbank.com","1243","","1243","642","0","280","321","0","0",""
"33845","13616","2110640","","IDAHO INDEPENDENT BANK","Coeur D Alene","ID","83814","9/30/2010","8/17/2020","NM","1260 W. Riverstone Dr.","","12","0","0","4","0","Kootenai","17660","Coeur d'Alene, ID","10/11/1993","10/11/1993","2/16/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","","4661","","4661","1443","0","151","2882","185","0",""
"35103","0","2753917","3439713","IDAHO TRUST BANK","Boise","ID","83702","9/30/2010","8/17/2020","NM","888 W. Broad St.","IDAHO TRUST BCORP","3","0","0","4","0","Ada","14260","Boise City, ID","8/30/1994","8/30/2006","2/16/2010","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","www.idahotrust.com","2269","","2269","0","0","1060","1209","0","0",""
"19980","13397","588441","1209761","ILLINI BANK","Springfield","IL","62707","9/30/2010","8/17/2020","NM","3200 W. Iles Ave.","ILLINI CORP","12","0","0","4","0","Sangamon","44100","Springfield, IL","7/5/1969","7/5/1969","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","255","","255","35","0","220","0","0","0",""
"10788","14248","180845","1206724","ILLINI STATE BANK","Oglesby","IL","61348","9/30/2010","8/17/2020","SM","301 S. Columbia Ave.","TONICA BCORP INC","3","0","0","2","1","La Salle","","","2/14/1914","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.illinistatebank.com","0","","0","0","0","0","0","0","0",""
"3664","0","925037","1208054","ILLINOIS NATIONAL BANK","Springfield","IL","62701","9/30/2010","8/17/2020","N","322 E. Capitol St.","ILLINOIS NATIONAL BCORP INC","13","0","0","4","1","Sangamon","44100","Springfield, IL","1/1/1905","1/1/1934","3/21/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.inb.com","3703","","3703","441","0","3159","103","0","0",""
"29399","3395","250476","","ILLINOIS-SERVICE FEDERAL SAVINGS AND LOAN ASSOCIATION","Chicago","IL","60653","9/30/2010","8/17/2020","SA","4619 S Martin L King Dr.","","2","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1934","3/30/1935","3/31/2006","Non-Stock","0","0","OTS","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.gnbank.net","573","0","573","306","161","106","0","","0",""
"3342","0","414858","2227481","INCOMMONS BANK, N.A.","Mexia","TX","76667","9/30/2010","8/17/2020","N","301 E. Commerce St.","BI-STONE BANCSHARES INC","4","0","0","4","0","Limestone","","","2/1/1882","1/1/1934","3/31/2008","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","WWW.INCOMMONSBANK.COM","705","","705","0","0","705","0","0","0",""
"57379","0","3180136","","INDEPENDENCE BANK","East Greenwich","RI","2818","9/30/2010","8/17/2020","NM","1370 S. County Trail","","1","0","0","4","0","Kent","39300","Providence-Warwick, RI-MA","3/25/2003","3/25/2003","10/20/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.independence-bank.com","0","","0","0","0","0","0","0","0",""
"57688","0","3295320","","INDEPENDENCE BANK","Newport Beach","CA","92660","9/30/2010","8/17/2020","NM","4525 Macarthur Blvd.","","3","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","9/22/2004","9/22/2004","11/6/2009","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","6539","","6539","0","865","4916","758","0","0",""
"22925","0","956527","1070970","INDEPENDENCE BANK","Independence","OH","44131","9/30/2010","8/17/2020","NM","4401 Rockside Rd.","INDEPENDENCE BANCCORP","1","0","0","4","0","Cuyahoga","17460","Cleveland-Elyria, OH","8/15/1979","8/15/1979","9/1/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","0","","0","0","0","0","0","0","0",""
"20989","16131","606653","2351274","INDEPENDENCE BANK","Havre","MT","59501","9/30/2010","8/17/2020","NM","435 3rd St.","MONTANA SECURITY INC","5","0","0","2","0","Hill","","","3/12/1973","3/12/1973","7/1/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.ibyourbank.com","4082","","4082","0","0","4082","0","0","0",""
"58736","0","3824542","","INDEPENDENCE BANK OF GEORGIA","Braselton","GA","30517","9/30/2010","8/17/2020","NM","6322 Grand Hickory Drive, #","","1","0","0","4","0","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","10/15/2008","10/15/2008","10/15/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","0","","0","0","0","0","0","0","0",""
"8136","13530","648242","1118854","INDEPENDENCE BANK OF KENTUCKY","Owensboro","KY","42301","9/30/2010","8/17/2020","NM","2425 Frederica St.","INDEPENDENCE BANCSHARES INC","20","0","0","4","0","Daviess","36980","Owensboro, KY","1/1/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","http://www.1776bank.com","0","","0","0","0","0","0","0","0",""
"57285","0","3112070","","INDEPENDENCE BANK, NATIONAL ASSOCIATION","Houston","TX","77040","9/30/2010","8/17/2020","N","13100 N.W. Fwy, # 100","","3","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/13/2002","5/13/2002","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","2839","","2839","0","0","0","2839","0","0",""
"29427","3436","372770","","INDEPENDENCE FEDERAL BANK FOR SAVINGS","Independence","IA","50644","9/30/2010","8/17/2020","SA","305 1st St. W.","","1","0","0","5","0","Buchanan","","","5/20/1935","5/20/1935","3/30/2009","Non-Stock","0","0","OTS","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","90","0","90","90","0","0","0","","0",""
"31555","7173","492173","","INDEPENDENCE FEDERAL SAVINGS BANK","Washington","DC","20001","9/30/2010","8/17/2020","SA","1301 9th St. N W","","3","0","1","5","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","7/1/1968","7/1/1968","7/6/2009","Stock","0","0","OTS","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","2625","0","2625","2625","0","0","0","","0",""
"57951","0","3324994","3324967","INDEPENDENCE NATIONAL BANK","Greenville","SC","29601","9/30/2010","8/17/2020","N","500 E. Washington St.","INDEPENDENCE BANCSHARES INC","4","0","0","4","0","Greenville","24860","Greenville-Anderson-Mauldin, SC","5/16/2005","5/16/2005","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","2893","","2893","282","0","117","2494","0","0",""
"10741","0","396057","1121724","INDEPENDENCE STATE BANK","Independence","WI","54747","9/30/2010","8/17/2020","NM","23942 Senty Dr.","NORTHERN FINANCIAL CORP","3","0","0","2","0","Trempealeau","","","1/1/1897","1/1/1934","10/30/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.independencestatebank.com","571","","571","0","0","163","408","0","0",""
"34553","17965","2569387","","INDEPENDENCE TRUST COMPANY","Franklin","TN","37064","9/30/2010","8/17/2020","SA","325 Bridge St.","","1","0","0","7","0","Williamson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","1/9/1997","3/15/2004","3/31/2006","Stock","0","1","OTS","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","0","","0","0","0","0","0","0","0","","0",""
